date,region,product_id,revenue,cost,quantity
2025-11-08,East,P007,1667.21,157.81,8
2025-11-07,East,P012,601.43,60.67,9
2025-11-07,South,P016,458.0,154.09,2
2025-11-12,West,P013,307.44,111.1,2
2025-11-08,West,P012,466.33,122.23,3
2025-11-11,North,P006,603.66,58.21,8
2025-11-12,South,P001,1039.72,153.91,6
2025-11-09,South,P006,1861.78,168.49,9
2025-11-07,South,P014,1856.94,159.49,10
2025-11-13,South,P020,1006.02,125.67,7
2025-11-07,North,P004,391.59,159.15,2
2025-11-09,North,P017,2629.26,180.97,10
2025-11-11,South,P010,740.94,74.33,7
2025-11-13,South,P016,589.29,114.51,4
2025-11-11,North,P019,713.61,56.97,10
2025-11-11,South,P016,80.84,68.47,1
2025-11-12,West,P005,674.11,69.64,8
2025-11-08,West,P010,1007.25,107.75,8
2025-11-12,East,P008,2017.09,154.96,10
2025-11-13,South,P007,582.46,62.62,8
2025-11-13,South,P008,433.65,66.04,5
2025-11-11,East,P006,1805.51,160.99,9
2025-11-12,North,P013,685.35,145.81,4
2025-11-10,South,P012,161.27,122.52,1
2025-11-08,West,P003,450.71,112.76,3
2025-11-12,South,P016,944.79,191.13,4
2025-11-08,North,P005,1265.34,179.68,6
2025-11-11,East,P013,500.86,122.74,3
2025-11-13,South,P004,1186.19,108.07,9
2025-11-11,South,P008,1286.9,194.9,5
2025-11-13,South,P010,976.85,163.73,4
2025-11-13,North,P006,1032.83,93.8,8
2025-11-12,East,P002,1978.63,169.04,9
2025-11-09,South,P011,521.96,136.91,3
2025-11-08,North,P008,956.39,136.58,5
2025-11-09,South,P015,2090.4,199.16,7
2025-11-12,South,P015,1947.81,192.72,8
2025-11-13,West,P009,973.76,98.33,7
2025-11-07,South,P010,453.01,182.2,2
2025-11-07,East,P004,967.47,168.12,4
2025-11-13,East,P017,285.64,75.98,3
2025-11-09,North,P005,1065.19,74.18,10
2025-11-10,South,P020,1021.38,97.64,9
2025-11-12,West,P010,504.27,63.92,7
2025-11-13,East,P007,110.18,78.84,1
2025-11-08,East,P014,452.08,112.49,3
2025-11-10,South,P001,1127.31,96.35,8
2025-11-07,North,P019,1411.78,195.27,6
2025-11-13,West,P011,219.49,53.16,3
2025-11-11,South,P004,559.85,148.32,3
2025-11-08,East,P011,477.54,85.18,5
2025-11-13,South,P007,199.09,135.05,1
2025-11-08,North,P001,1828.65,186.38,7
2025-11-13,North,P013,542.51,156.19,3
2025-11-09,North,P019,206.12,175.02,1
2025-11-08,West,P016,2225.04,196.16,9
2025-11-08,West,P011,750.14,91.24,7
2025-11-09,East,P008,666.74,172.05,3
2025-11-10,East,P014,505.55,91.64,4
2025-11-10,West,P012,1184.04,114.24,8
2025-11-07,South,P001,149.12,129.54,1
2025-11-12,South,P007,181.12,54.22,3
2025-11-10,West,P015,138.75,107.53,1
2025-11-12,West,P014,191.08,57.45,3
2025-11-09,West,P012,224.11,78.11,2
2025-11-09,North,P020,265.7,71.38,3
2025-11-11,South,P004,249.39,171.84,1
2025-11-12,North,P009,1197.11,150.37,7
2025-11-12,West,P016,205.6,69.3,2
2025-11-12,North,P017,460.27,98.75,4
2025-11-11,West,P007,2325.78,179.65,10
2025-11-10,North,P020,214.77,176.89,1
2025-11-13,West,P002,1071.44,134.35,7
2025-11-07,West,P006,156.74,118.88,1
2025-11-11,North,P009,170.06,135.18,1
2025-11-10,East,P019,1177.45,114.63,9
2025-11-12,South,P017,842.71,82.35,9
2025-11-12,North,P012,158.35,113.65,1
2025-11-12,West,P005,226.93,95.29,2
2025-11-12,West,P015,986.93,192.16,4
2025-11-09,South,P002,678.89,115.15,4
2025-11-12,East,P016,332.08,145.15,2
2025-11-09,West,P006,1101.21,182.06,5
2025-11-12,South,P017,528.41,98.89,4
2025-11-11,North,P010,1210.81,170.11,5
2025-11-09,North,P007,846.14,130.79,5
2025-11-08,West,P018,784.25,132.39,4
2025-11-12,North,P011,707.05,53.71,10
2025-11-10,South,P014,458.6,55.19,7
2025-11-12,West,P020,1224.65,180.13,6
2025-11-07,West,P007,1748.17,193.82,8
2025-11-13,East,P013,1919.43,169.59,10
2025-11-12,North,P016,359.8,124.39,2
2025-11-11,South,P012,1846.91,169.39,8
2025-11-13,North,P005,325.93,88.32,3
2025-11-11,West,P020,1053.03,189.72,5
2025-11-09,North,P012,2464.15,184.55,10
2025-11-12,East,P010,181.48,150.06,1
2025-11-10,East,P009,654.01,54.06,9
2025-11-12,East,P005,861.38,97.52,8
2025-11-11,North,P007,1106.7,123.48,7
2025-11-08,West,P012,1245.58,122.31,7
2025-11-12,North,P016,1345.18,146.16,7
2025-11-10,West,P010,1275.69,194.5,5
2025-11-07,North,P018,315.24,53.69,5
2025-11-12,North,P004,86.47,67.23,1
2025-11-09,West,P014,1023.81,176.0,5
2025-11-11,West,P011,1013.89,199.82,4
2025-11-13,North,P014,650.46,189.86,3
2025-11-08,West,P017,216.7,75.3,2
2025-11-08,North,P013,1363.57,118.98,8
2025-11-12,North,P004,689.88,160.64,3
2025-11-07,East,P010,314.5,89.02,3
2025-11-13,South,P004,434.35,154.6,2
2025-11-13,North,P011,735.87,127.16,4
2025-11-08,North,P018,509.69,130.72,3
2025-11-09,South,P013,2911.35,196.96,10
2025-11-11,South,P017,499.21,147.32,3
2025-11-12,North,P015,186.61,50.34,3
2025-11-10,North,P017,1042.03,102.95,7
2025-11-13,East,P003,1533.08,171.06,6
2025-11-11,East,P017,604.89,109.09,5
2025-11-08,West,P012,225.88,189.0,1
2025-11-11,East,P007,104.68,74.08,1
2025-11-07,West,P006,557.11,81.14,5
2025-11-13,East,P019,466.09,53.76,6
2025-11-11,North,P014,605.25,52.81,8
2025-11-13,East,P009,821.87,135.32,5
2025-11-11,West,P002,304.82,62.93,4
2025-11-13,North,P001,541.26,92.98,5
2025-11-10,North,P003,1490.4,173.87,6
2025-11-08,South,P006,542.87,78.54,6
2025-11-11,South,P016,1367.88,161.69,7
2025-11-08,South,P012,477.71,107.89,3
2025-11-12,West,P013,229.32,57.47,3
2025-11-09,West,P007,1589.07,166.73,8
2025-11-10,East,P016,540.14,74.71,5
2025-11-11,South,P001,846.11,168.75,4
2025-11-07,South,P011,1634.5,139.23,8
2025-11-13,West,P018,2036.69,183.99,8
2025-11-08,South,P013,1054.13,113.52,7
2025-11-11,West,P002,249.58,196.19,1
2025-11-11,East,P008,2514.64,171.21,10
2025-11-12,North,P017,1390.64,176.51,7
2025-11-07,North,P015,858.97,154.08,4
2025-11-11,East,P017,907.04,102.97,6
2025-11-11,North,P018,68.57,52.3,1
2025-11-08,South,P012,324.99,98.13,3
2025-11-09,North,P010,1184.88,165.04,5
2025-11-07,South,P005,207.17,144.15,1
2025-11-10,South,P001,1041.86,77.22,10
2025-11-12,North,P009,426.85,162.56,2
2025-11-10,West,P015,1094.39,119.26,8
2025-11-10,West,P014,131.63,111.26,1
2025-11-10,South,P001,997.84,95.2,9
2025-11-10,North,P002,724.4,98.76,5
2025-11-08,West,P018,405.46,69.01,5
2025-11-11,East,P015,1160.79,78.25,10
2025-11-08,West,P020,791.93,97.18,7
2025-11-07,West,P008,818.88,102.84,7
2025-11-08,West,P014,1457.72,129.16,10
2025-11-13,North,P013,228.16,98.14,2
2025-11-12,South,P002,745.29,81.82,8
2025-11-11,South,P004,67.31,57.37,1
2025-11-10,East,P018,219.25,78.26,2
2025-11-09,South,P006,1240.89,109.66,8
2025-11-09,West,P019,1280.3,123.81,9
2025-11-12,West,P010,1490.78,175.05,6
2025-11-12,East,P009,1749.78,175.97,9
2025-11-11,South,P014,78.17,70.52,1
2025-11-11,East,P019,1287.1,144.48,6
2025-11-10,South,P018,1451.58,136.99,8
2025-11-13,East,P001,1353.43,126.18,9
2025-11-12,North,P013,284.43,104.26,2
2025-11-13,East,P014,528.1,114.29,4
2025-11-08,East,P003,993.81,125.8,7
2025-11-10,North,P008,1041.54,150.23,5
2025-11-12,East,P013,780.56,166.23,4
2025-11-13,North,P005,948.18,136.59,6
2025-11-11,South,P012,1972.1,156.21,9
