date,region,product_id,revenue,cost,quantity
2025-11-12,East,P005,128.7,96.24,1
2025-11-10,West,P015,368.07,50.12,6
2025-11-11,North,P005,1248.1,85.1,10
2025-11-12,South,P017,97.43,79.9,1
2025-11-12,South,P002,2480.25,199.17,10
2025-11-11,North,P001,271.86,115.33,2
2025-11-10,North,P004,376.78,167.79,2
2025-11-08,North,P009,329.42,140.79,2
2025-11-10,North,P006,1244.82,188.07,5
2025-11-06,West,P020,400.22,118.19,3
2025-11-11,South,P003,1758.6,195.43,7
2025-11-08,West,P010,1002.41,135.05,6
2025-11-11,East,P019,628.54,118.09,4
2025-11-10,West,P020,184.69,137.66,1
2025-11-10,North,P009,604.93,86.42,5
2025-11-11,East,P009,2069.3,183.47,8
2025-11-06,West,P020,432.52,192.48,2
2025-11-12,West,P014,116.65,83.21,1
2025-11-06,East,P011,884.39,90.81,7
2025-11-10,North,P008,788.04,108.55,5
2025-11-07,East,P010,358.53,81.43,3
2025-11-06,North,P011,168.04,113.76,1
2025-11-06,West,P014,1606.32,198.24,7
2025-11-07,West,P016,367.03,92.07,3
2025-11-10,East,P004,1907.85,197.05,8
2025-11-06,East,P019,1592.68,153.05,7
2025-11-06,South,P014,2123.41,192.24,8
2025-11-10,South,P020,346.35,104.71,3
2025-11-11,North,P019,210.44,52.97,3
2025-11-06,South,P018,1240.17,117.03,9
2025-11-11,West,P018,707.28,79.21,6
2025-11-06,North,P009,1619.66,155.45,9
2025-11-09,South,P014,1002.07,89.09,10
2025-11-07,West,P003,2607.01,185.69,10
2025-11-11,South,P008,457.58,165.67,2
2025-11-12,West,P019,1612.87,141.4,9
2025-11-10,East,P008,1312.84,123.97,9
2025-11-06,North,P001,1673.0,160.91,7
2025-11-09,North,P008,2020.64,169.68,8
2025-11-11,West,P006,957.33,175.83,4
2025-11-12,South,P019,672.55,174.34,3
2025-11-07,West,P007,684.29,154.67,3
2025-11-10,North,P006,867.05,183.03,4
2025-11-09,South,P009,1770.6,166.01,9
2025-11-11,South,P011,2162.82,195.79,10
2025-11-09,West,P013,191.29,144.94,1
2025-11-09,South,P007,1158.36,114.28,8
2025-11-08,East,P014,683.44,144.4,4
2025-11-10,South,P001,562.14,81.58,5
2025-11-07,South,P014,1139.89,175.49,5
2025-11-08,East,P018,861.33,189.05,4
2025-11-10,West,P008,1512.54,182.41,7
2025-11-09,South,P018,941.77,168.79,4
2025-11-09,South,P003,581.07,71.85,6
2025-11-06,West,P011,2197.67,180.76,9
2025-11-11,North,P001,2412.4,196.99,10
2025-11-12,West,P009,981.06,150.84,5
2025-11-07,East,P003,673.04,63.4,9
2025-11-07,North,P006,213.84,181.5,1
2025-11-10,South,P005,731.73,129.75,5
2025-11-12,East,P016,697.39,147.33,4
2025-11-10,West,P019,315.48,116.64,2
2025-11-08,North,P015,913.01,113.33,6
2025-11-09,East,P007,1635.51,143.89,10
2025-11-06,East,P009,539.96,96.01,5
2025-11-07,North,P006,1055.02,113.55,8
2025-11-11,North,P017,972.0,112.08,6
2025-11-06,East,P016,482.47,165.65,2
2025-11-12,South,P004,1071.03,75.17,10
2025-11-09,North,P007,1703.18,163.73,8
2025-11-12,West,P010,463.97,72.97,5
2025-11-06,North,P013,595.43,81.17,6
2025-11-12,West,P016,735.07,144.04,4
2025-11-08,North,P003,412.93,92.91,3
2025-11-08,West,P013,294.7,119.75,2
2025-11-11,West,P002,471.94,160.73,2
2025-11-06,West,P017,1200.13,82.76,10
2025-11-06,South,P014,834.67,124.42,6
2025-11-11,East,P009,2230.27,177.35,10
2025-11-10,East,P014,270.96,59.89,4
2025-11-07,West,P015,1119.07,142.41,6
2025-11-11,West,P007,335.23,53.24,5
2025-11-07,North,P005,1299.8,112.06,9
2025-11-07,East,P008,1328.33,114.06,10
2025-11-11,West,P018,1727.52,138.49,10
2025-11-09,North,P014,1082.36,107.29,7
2025-11-08,North,P017,133.4,105.52,1
2025-11-11,East,P004,741.28,141.04,4
2025-11-11,East,P003,1520.05,126.14,10
2025-11-09,West,P017,695.23,188.22,3
