date,region,product_id,revenue,cost,quantity
2025-11-07,South,P016,1075.3,145.59,6
2025-11-10,West,P017,692.22,154.03,4
2025-11-11,West,P018,2634.09,182.73,10
2025-11-07,South,P012,160.82,62.67,2
2025-11-08,West,P020,202.37,75.47,2
2025-11-12,West,P009,1825.87,167.67,8
2025-11-11,North,P012,195.6,79.51,2
2025-11-13,West,P005,824.7,84.33,7
2025-11-08,West,P003,325.55,60.25,4
2025-11-13,South,P002,2116.97,186.22,10
2025-11-07,South,P019,750.97,167.15,3
2025-11-09,West,P018,133.52,89.1,1
2025-11-10,West,P015,1136.31,149.26,6
2025-11-13,South,P004,1157.02,119.14,7
2025-11-11,West,P012,1901.13,166.45,9
2025-11-07,North,P010,966.91,107.03,7
2025-11-09,East,P015,485.06,56.02,6
2025-11-12,West,P001,206.32,158.99,1
2025-11-07,West,P006,478.99,85.5,5
2025-11-11,South,P005,145.45,108.93,1
2025-11-08,East,P003,517.71,103.36,4
2025-11-11,East,P005,826.63,60.48,10
2025-11-07,South,P010,761.59,112.64,6
2025-11-13,East,P009,1366.99,193.42,6
2025-11-13,South,P013,126.82,85.82,1
2025-11-08,North,P017,1739.08,132.62,9
2025-11-10,South,P005,425.12,162.03,2
2025-11-08,East,P005,1729.24,123.5,10
2025-11-09,North,P011,886.17,85.07,7
2025-11-11,North,P018,1491.12,112.61,10
2025-11-09,West,P020,1953.52,162.32,9
2025-11-12,North,P020,572.67,159.04,3
2025-11-07,South,P017,231.58,168.13,1
2025-11-10,West,P015,1617.64,175.48,8
2025-11-11,East,P001,229.08,96.61,2
2025-11-13,North,P002,218.96,168.85,1
2025-11-12,North,P019,539.91,122.01,3
2025-11-10,South,P005,145.43,103.9,1
2025-11-12,North,P011,242.29,102.42,2
2025-11-07,East,P001,613.34,154.17,3
2025-11-11,South,P001,1090.15,108.13,8
2025-11-10,West,P005,1165.49,99.57,9
2025-11-07,West,P010,1859.93,188.52,8
2025-11-10,North,P002,968.34,85.47,9
2025-11-12,North,P018,193.42,140.59,1
2025-11-10,East,P018,1798.11,127.75,10
2025-11-12,East,P009,260.29,101.74,2
2025-11-09,South,P006,692.27,181.37,3
2025-11-10,West,P015,192.09,66.59,2
2025-11-12,North,P011,528.72,95.12,5
2025-11-10,North,P011,286.62,119.04,2
2025-11-07,South,P002,1157.05,119.11,7
2025-11-11,South,P019,264.88,112.19,2
2025-11-11,East,P008,1097.81,126.08,6
2025-11-13,East,P011,696.68,80.48,7
2025-11-13,North,P012,1177.36,165.5,5
2025-11-13,North,P012,1566.37,158.9,7
2025-11-13,West,P003,554.5,61.74,7
2025-11-10,North,P011,1069.21,71.43,10
2025-11-13,West,P007,268.12,115.54,2
2025-11-09,West,P015,875.34,94.68,8
2025-11-09,West,P007,672.39,83.98,7
2025-11-10,West,P006,751.02,96.87,7
2025-11-12,South,P007,1820.04,167.83,9
2025-11-12,South,P008,1729.3,116.56,10
2025-11-09,North,P001,1104.03,191.81,5
2025-11-11,South,P018,1082.23,92.3,10
2025-11-13,South,P019,939.76,90.65,7
2025-11-13,North,P009,61.27,55.02,1
2025-11-12,East,P019,850.18,136.31,5
2025-11-13,East,P019,737.04,166.65,4
2025-11-13,South,P004,1055.35,116.82,8
2025-11-08,West,P008,255.66,184.46,1
2025-11-08,South,P002,1673.47,182.4,8
2025-11-07,West,P017,205.08,51.85,3
2025-11-12,North,P003,682.27,68.23,7
2025-11-10,North,P001,893.59,182.13,4
2025-11-08,North,P005,309.25,81.11,3
2025-11-08,South,P006,669.88,151.72,4
2025-11-12,North,P002,68.45,61.23,1
2025-11-10,South,P014,1308.25,152.62,6
2025-11-09,East,P018,1112.65,175.83,5
2025-11-09,East,P014,708.01,104.65,5
2025-11-09,South,P019,834.07,142.35,4
2025-11-09,South,P019,1266.5,149.02,6
2025-11-10,South,P014,1928.04,130.25,10
2025-11-10,North,P012,247.45,111.96,2
2025-11-11,East,P004,670.13,110.26,5
2025-11-10,South,P006,2211.22,178.8,9
2025-11-08,North,P002,1664.21,181.67,8
2025-11-11,East,P004,417.46,56.48,5
2025-11-13,East,P004,198.43,67.72,2
2025-11-09,North,P004,209.15,57.35,3
2025-11-08,North,P013,1192.65,136.87,7
2025-11-11,West,P014,863.81,115.53,6
2025-11-13,North,P019,732.55,119.68,5
2025-11-11,East,P013,156.88,110.19,1
2025-11-13,East,P015,900.26,88.47,7
2025-11-12,West,P002,793.18,99.39,6
2025-11-07,West,P010,1273.88,168.4,6
2025-11-08,North,P006,704.7,61.01,10
2025-11-10,East,P008,211.05,59.27,3
2025-11-08,North,P010,1371.71,115.45,8
2025-11-10,West,P003,181.19,77.76,2
2025-11-11,North,P011,957.03,160.59,5
2025-11-09,South,P020,930.68,103.65,6
2025-11-10,South,P012,407.73,72.36,5
2025-11-10,East,P002,159.73,118.74,1
2025-11-13,North,P015,1102.84,139.24,6
2025-11-10,South,P001,239.82,56.26,3
2025-11-13,North,P014,104.83,78.51,1
2025-11-08,East,P006,1565.08,129.3,10
2025-11-08,West,P007,307.93,109.31,2
2025-11-13,West,P012,623.84,155.58,3
2025-11-12,South,P010,2119.71,191.97,10
2025-11-07,North,P001,1278.47,167.51,6
2025-11-07,West,P015,550.09,140.22,3
2025-11-07,North,P002,298.63,130.61,2
2025-11-08,South,P009,108.44,97.84,1
2025-11-09,North,P017,1109.89,91.9,10
2025-11-10,West,P011,1159.17,111.4,7
2025-11-12,West,P006,1836.11,181.65,7
2025-11-07,South,P010,132.53,117.35,1
2025-11-10,West,P011,1634.97,141.42,10
2025-11-13,North,P015,959.69,84.3,9
2025-11-07,West,P007,1477.67,113.92,10
2025-11-11,South,P020,168.19,117.07,1
2025-11-12,North,P017,799.33,76.61,7
2025-11-09,North,P018,225.65,62.1,3
2025-11-09,South,P002,983.8,120.02,7
2025-11-10,South,P013,717.28,106.39,6
2025-11-11,South,P007,432.47,125.69,3
2025-11-07,East,P006,1228.49,177.05,5
2025-11-12,North,P011,980.97,185.68,4
2025-11-08,North,P008,166.54,57.93,2
2025-11-07,South,P004,357.21,149.59,2
2025-11-11,North,P005,1011.22,152.23,5
2025-11-12,West,P003,237.93,172.43,1
2025-11-11,East,P006,635.41,137.06,4
2025-11-09,West,P017,1460.67,108.33,10
2025-11-13,South,P001,620.46,55.43,10
2025-11-07,South,P017,1878.75,192.44,7
2025-11-12,East,P008,1516.69,170.06,6
2025-11-11,West,P011,479.35,126.33,3
2025-11-12,South,P019,1622.39,166.08,8
2025-11-07,North,P004,259.41,195.19,1
2025-11-13,North,P016,2199.45,179.96,10
2025-11-12,North,P004,198.94,166.94,1
2025-11-09,South,P006,375.05,61.27,5
2025-11-07,South,P019,2397.91,181.75,9
2025-11-13,West,P005,1080.11,187.08,4
2025-11-12,East,P006,350.59,70.41,4
2025-11-12,South,P005,653.21,144.19,4
2025-11-07,West,P019,2043.12,172.62,8
2025-11-07,West,P019,219.04,164.95,1
2025-11-08,North,P005,1048.18,122.84,7
2025-11-09,West,P002,420.4,121.0,3
2025-11-09,North,P015,181.1,155.66,1
2025-11-11,North,P011,463.92,135.95,3
2025-11-11,East,P008,1735.12,190.93,8
2025-11-09,South,P004,536.46,65.39,6
2025-11-08,North,P007,733.72,102.46,5
2025-11-13,North,P012,1058.61,134.51,7
2025-11-12,South,P013,839.08,83.27,7
2025-11-09,North,P016,419.49,53.63,7
2025-11-13,North,P013,882.83,108.97,7
