date,region,product_id,revenue,cost,quantity
2025-11-08,East,P011,586.11,147.56,3
2025-11-08,West,P010,340.11,77.6,3
2025-11-12,East,P018,481.09,107.89,3
2025-11-10,North,P006,628.35,96.43,5
2025-11-06,North,P003,905.32,164.55,5
2025-11-12,North,P019,2103.55,160.82,9
2025-11-11,North,P006,817.98,115.62,5
2025-11-06,North,P008,769.65,104.31,6
2025-11-07,North,P018,180.51,135.88,1
2025-11-11,North,P016,686.04,66.21,9
2025-11-08,West,P007,571.52,171.33,3
2025-11-08,South,P012,1626.26,160.96,8
2025-11-10,West,P001,498.59,60.5,6
2025-11-12,East,P006,1246.22,180.39,6
2025-11-08,South,P012,2043.5,185.59,10
2025-11-09,North,P019,241.35,51.25,4
2025-11-07,West,P019,163.46,111.44,1
2025-11-11,East,P016,887.23,95.03,8
2025-11-08,North,P007,1241.78,165.45,6
2025-11-11,West,P007,358.02,134.89,2
2025-11-07,East,P011,808.6,95.19,7
2025-11-06,North,P004,2485.49,188.04,9
2025-11-09,North,P014,986.62,73.31,10
2025-11-10,West,P012,1345.91,100.27,10
2025-11-11,West,P019,995.22,169.25,4
2025-11-12,North,P001,649.54,178.59,3
2025-11-06,South,P016,1545.66,176.25,6
2025-11-06,East,P001,1006.02,69.2,10
2025-11-09,North,P018,177.58,155.67,1
2025-11-11,South,P015,1496.3,181.92,6
2025-11-08,North,P001,1105.0,121.46,8
2025-11-09,South,P020,1173.27,99.36,8
2025-11-08,South,P018,170.21,124.25,1
2025-11-11,East,P007,507.28,82.6,5
2025-11-10,South,P020,806.21,160.04,4
2025-11-07,North,P011,1309.01,110.06,10
2025-11-11,South,P015,969.39,101.43,8
2025-11-12,South,P015,1020.24,128.11,7
2025-11-12,West,P020,397.86,161.27,2
2025-11-11,West,P004,222.43,183.18,1
2025-11-09,West,P014,1777.61,192.12,8
2025-11-09,East,P015,224.93,92.39,2
2025-11-11,West,P010,75.86,55.23,1
2025-11-11,South,P019,103.07,81.73,1
2025-11-11,West,P016,1655.0,140.43,9
2025-11-08,West,P020,1265.84,144.16,6
2025-11-07,West,P010,469.02,115.98,3
2025-11-11,North,P010,369.8,141.07,2
2025-11-12,East,P012,234.53,195.91,1
2025-11-10,East,P016,543.68,128.1,3
2025-11-08,East,P003,147.19,63.44,2
2025-11-08,North,P018,1776.2,157.59,8
2025-11-09,South,P016,247.63,175.07,1
2025-11-07,South,P015,1038.7,173.85,5
2025-11-06,South,P007,613.47,79.67,7
2025-11-08,West,P007,1225.75,162.91,6
2025-11-12,South,P002,154.23,118.35,1
2025-11-09,South,P017,432.91,178.86,2
2025-11-09,West,P009,441.73,99.62,3
2025-11-12,West,P014,1421.85,142.4,7
2025-11-11,North,P008,246.18,96.07,2
2025-11-06,West,P004,309.64,60.83,4
2025-11-09,South,P007,1361.86,130.67,8
2025-11-08,South,P002,203.61,146.4,1
2025-11-10,South,P001,482.98,123.37,3
